airport,x,y
06AZ,-1093774.2734660422,-1224551.73565907
AZ79,-1133224.4594017523,-1191844.5927074198
GEU,-1140497.7886080015,-1191137.5106849892
77AZ,-1128720.7204896796,-1183723.3073024475
03AZ,-960723.5684782375,-1448662.4250306224
P14,-924927.7090088727,-1061651.8711857612
11AZ,-977361.6040003408,-1418800.8635265229
AZ21,-972651.7513389359,-1412444.6662306911
0V7,-911248.1213570572,-864713.2401632199
E67,-1018879.1043604976,-1261505.887186906
IGM,-1262959.2735779162,-977297.5495209207
73AZ,-1212120.3153962912,-992095.4665281379
AZ97,-1239173.038298729,-971230.6306960613
4AZ6,-1224427.5640745189,-1013059.5816366326
AZ45,-965767.1914779863,-1303638.2369486692
AN01,-966617.9179827484,-1293781.2956431718
9AZ2,-1282242.3600194028,-1050301.4026300262
40AZ,-1131489.0032391725,-1242626.0175524235
2AN2,-1128158.9264684387,-1248893.7736528153
41AZ,-1123209.1936823712,-1254196.3259201644
2AZ4,-1133383.9261535448,-1245184.5358270775
E68,-1134355.1829042842,-1241498.73075786
AZ43,-1135959.7338001635,-1244757.2898033822
2AZ9,-917907.151701435,-1434804.4001881157
L25,-1258655.660147613,-884027.9058295747
FFZ,-1089234.4614572173,-1205836.4751669983
66AZ,-1103798.1056228862,-1211784.1815043546
AZ10,-1100312.1861629623,-1205809.1778236565
AZ82,-967119.3108978567,-1116988.5841545772
44AZ,-1062022.815762965,-820442.4317098259
PGA,-1016216.1653884298,-827556.2848912389
AZ26,-965338.2614320369,-1455273.2332848858
P20,-1311184.1737972992,-1094173.799457601
AZ47,-1312950.2273263375,-1095314.2535935591
AZ57,-1139899.0661999688,-1033654.5978646304
PAN,-1042853.2732718782,-1123083.6834529873
1G4,-1240078.4347346965,-899222.0688832694
AZ12,-1184513.8674387578,-894491.8825476769
L37,-1196801.6858044956,-957937.0711373655
3AZ5,-1200103.8149676132,-952349.8110847096
AZ36,-1240396.3882409914,-894661.6956423973
AZ30,-1120791.095755955,-1198645.2461018371
AZ29,-1134659.356519475,-1197737.091278363
AZ33,-1117500.9235379458,-1205773.1698518046
20E,-1116806.1240482193,-1202408.937762811
AZ48,-1119539.60037312,-1201095.5225669742
AZ62,-1123788.5054659226,-1187853.1482124124
DVT,-1118680.3609762453,-1176207.7320735098
AZ95,-1111463.3808726536,-1182731.2111390894
AZ94,-1115224.7776746566,-1195395.3476733114
AZ98,-1119293.5545502282,-1189524.843748947
0AZ7,-1111137.4157058594,-1204686.7738853225
0AZ6,-1121276.626267061,-1198848.7462763863
3AZ4,-1122003.6066001004,-1178240.1102027285
2AZ0,-1112584.3459433934,-1203766.0792960832
AZ41,-1120409.0517364077,-1198917.7218033632
AZ02,-1112864.3697012907,-1203202.4261915525
0AZ0,-1117675.8178889272,-1199546.4154261253
A39,-1113254.139822052,-1255114.551855348
AZ99,-1117838.6138971858,-1199824.3553786264
P18,-1110770.8617082636,-1201565.8557958454
IWA,-1084580.1886177328,-1223605.821082094
PHX,-1115699.3885834513,-1205089.0053395256
PCA,-1077544.7580009708,-1296650.2223491266
E37,-925741.7365516616,-1295165.911031654
P10,-940173.9306937705,-964635.8552857883
25AZ,-859485.8188769197,-1417431.4054938357
8AZ5,-858614.8923560797,-1408403.7185165226
SAD,-902693.6717334903,-1297200.63595485
1AZ3,-896429.2188275405,-1300633.124674494
AZ44,-912402.5068916241,-1299593.6382914982
09AZ,-950839.3898961877,-1395039.1228960287
SJN,-860655.3002323003,-1116238.9347366798
2AZ1,-1258085.3573161422,-1146963.1019544015
0AZ2,-1260180.0072178089,-1144502.9385134475
AZ40,-1260100.0311408238,-1143463.390206732
44A,-1377987.3267990677,-1266610.9859610838
E77,-999596.4787511207,-1309820.6879560328
SDL,-1103785.7395689704,-1185654.8633504172
32AZ,-1104208.9253176558,-1180318.774344769
AZ75,-922786.1317033189,-1144341.112771753
AZ89,-977140.3860164733,-1433514.2760543185
16AZ,-1161330.8130558752,-1077891.6009991523
3AZ8,-905408.2804730586,-1307039.1130586383
54AZ,-1373712.676087005,-1257524.7763088706
JTC,-858709.1161541437,-1159860.500201273
55AZ,-1118648.587108989,-1267403.9191196691
AZ61,-1144052.0784483817,-1260661.4210726765
5AZ7,-1118099.682761621,-1270471.7988989893
AZ08,-1138279.9491251162,-1182991.1467465945
AR31,-1137217.8073169996,-1181863.8470855837
56AZ,-1206146.681131103,-1186322.1749518425
AZ85,-1201512.9086464979,-1181206.6088399193
43AZ,-1226998.826259076,-1192509.37898762
13AZ,-1191696.7569159751,-1182590.791707581
T03,-1021992.3506769404,-920246.6792393633
74AZ,-955160.4059286007,-1428584.5375824536
AZ37,-1026002.3046956841,-1349424.5781405359
AZ84,-1033332.6701905892,-1357369.350370181
5AZ5,-1013806.2091430891,-1359091.773212586
5AZ4,-1032406.0791068379,-1349679.2442013493
70AZ,-1025698.789337305,-1370011.6357823943
6AZ8,-1052476.6852929895,-1380660.8834900274
23AZ,-1181922.33165172,-1129709.7092006917
AZ64,-1170210.2814276393,-1139031.5543411758
AZ93,-1180813.4398739815,-1160920.4779426625
E25,-1179853.9071196935,-1135507.6097693478
AZ16,-928197.2549613818,-1359889.065884822
AZ14,-942332.428025764,-1384964.2490528673
93AZ,-944593.9036412402,-1362423.0531113322
4AZ9,-922718.1344823998,-1377393.444747588
P33,-933736.4837782047,-1361377.917107677
CMR,-1105737.4640210322,-996728.808480922
RQE,-820004.0575530337,-994201.8505722313
INW,-976835.0514926341,-1046129.9748584754
L54,-1517347.18590216,-1191335.4906992896
L70,-1669024.4891318926,-984072.6298688352
CL59,-1668159.7219077968,-991718.1217542458
9CA9,-1663415.995200832,-1033402.8603466148
CA08,-1662846.9967545744,-1033289.8365528301
1CA6,-1560213.6822720533,-1204460.9837447212
AAT,-1691646.9631228806,-177357.0964908661
A24,-1703034.901859748,-182567.42345287892
CA06,-1693695.8789077185,-184354.9583155817
3CN4,-1640779.687765501,-1064429.4703030027
AUN,-1801168.12421007,-441173.06967993884
8CA2,-1799392.8240284426,-444038.2899284597
AVX,-1701772.7577950899,-1101990.877898548
L11,-1693777.1644103213,-1111344.8224835682
0O2,-1453955.7981113803,-939782.9972677295
L45,-1711526.4900322657,-880675.1361550869
28CN,-1712390.089537496,-873802.247300622
CL61,-1707895.9441543596,-874933.1578167714
CL60,-1710931.3926171209,-873215.2306497183
81CA,-1723298.646692325,-903921.6110620622
BFL,-1714487.6404604816,-867523.6930945254
7CA2,-1708794.285835518,-898250.93790932
CN45,-1546436.1237755045,-1039279.8440556142
CN28,-1690531.2504723151,-670740.0652594916
CL23,-1838367.2513367133,-372773.0430812293
BIH,-1610159.2468417755,-669567.5678154534
4CL7,-1610653.695526747,-670304.3334014562
56CL,-1351332.5249408241,-1150108.1633753916
20CA,-1354703.169312108,-1148203.1629371152
80CL,-1350817.7058553505,-1148738.8877154773
BLH,-1361047.3815219253,-1145344.5430114728
D83,-1989729.457597224,-381837.76987510023
57CL,-1595441.2668616236,-943097.3169473915
PRC,-1135532.3827201992,-1065373.4626382885
AZ27,-1142157.7399661767,-1035742.0183231987
AZ70,-1125947.2941298983,-1069882.1720652576
72AZ,-1126997.9535933773,-1060644.671320897
51AZ,-1128426.6882675008,-1073489.00165063
5AZ3,-1082378.4674462755,-1234997.0850095586
AZ38,-1072639.997154866,-1231556.6700310314
AZ63,-1052132.4254702397,-1315195.4653932154
48AZ,-1078361.0760956476,-1074067.5254393592
50AZ,-951525.8727333118,-933203.5139111014
AZ58,-1034304.9081716754,-1189782.9197842013
AZ96,-1106739.961553023,-1200341.7365678425
5AZ0,-1104802.2444253962,-1185243.6905756225
6AZ0,-1104756.8244146276,-1185337.2189736979
7AZ0,-1104783.7372534657,-1185261.861838809
81AZ,-1103296.4222045587,-1184676.2047788193
SEZ,-1075628.5588393158,-1052288.4266980477
5AZ8,-1078688.8416979965,-1051076.7060365179
P23,-1167461.979564156,-984143.3674252853
52AZ,-1203850.9517534026,-973007.0017406527
E78,-1125289.306797348,-1371764.4551213223
61AZ,-891424.9513563097,-1129368.0356845187
SOW,-920844.8501989462,-1137570.5381545739
21AZ,-916575.8394390878,-1128384.9128516014
3AZ6,-1145802.3857716257,-1175516.986135347
AZ15,-1172471.8134669955,-887017.4020835953
E81,-1036146.0725037929,-1233485.6191281674
4AZ1,-1148385.3368855573,-1164599.902713732
TYL,-928628.2195221257,-1115728.4342168055
AZ73,-1109484.7405692723,-1208341.7995709644
3AZ7,-1112590.7151467968,-1208991.0205955182
AZ59,-1109935.7748502118,-1205074.7241876519
U30,-1285432.16147225,-887660.5744655557
1AZ1,-1137065.5592860132,-1192968.0514101766
1AZ7,-1135587.3826430044,-1200497.1048422032
P29,-952135.4215838043,-1423181.9286861133
4AZ4,-957384.5178740991,-1430444.8673565343
6AZ7,-1185960.7825078892,-1187079.0682414784
AVQ,-1055746.7320348483,-1327924.3359427804
65AZ,-1037548.2820009734,-1350541.5531101916
AZ67,-1071513.5611860207,-1323874.772599646
TUS,-1033490.7270596127,-1363482.3767388165
DMA,-1027413.5129934007,-1358760.212245511
57AZ,-1035017.5466745422,-1326335.5682890972
RYN,-1055041.5407694546,-1357874.011997334
AZ18,-1090333.7359164846,-923815.1345552402
AZ01,-1252553.2844725957,-1137899.7301034667
AZ50,-1303577.7303185198,-918831.3211888648
E24,-924328.7089463255,-1187937.055691723
1Z1,-1183708.641015434,-877937.7396508345
AZ65,-1194532.919663374,-1198515.8304257467
24AZ,-1007232.6764116893,-1138841.3411800042
58AZ,-1007817.3518807736,-1145977.1967133733
AZ34,-1286758.6956271073,-1037302.2099373341
NYL,-1367092.5807951582,-1252715.7798716028
05AZ,-1369329.017489182,-1249282.7991569326
LGF,-1343964.916981222,-1233286.845314514
26CN,-1651744.850049204,-989787.9525528955
0CL1,-1599866.4201535394,-991550.7424487019
11CL,-1607363.9739436647,-983068.8308652487
CA12,-1589622.3137385026,-996098.9871896631
52CL,-1592021.8443334417,-996840.5496102921
A26,-1730849.884924278,-201410.1663861937
CN43,-1641056.2415323735,-1063462.2767147261
53CL,-2011486.9053123014,-393441.4274961947
16CL,-1778245.828191848,-547598.049483968
2O3,-1923943.3869056548,-451288.5256978329
54CL,-1552419.117353764,-1120404.014352584
APV,-1566663.6070571395,-997838.5168404699
27CA,-1557485.8027454545,-1001349.9993014962
79CA,-1574330.730657419,-999894.2240371468
ACV,-1989102.055600787,-152097.7063570745
5CL8,-1708446.0409741965,-898391.3718456794
5CL9,-1713842.2142020143,-672021.0277877174
CL91,-1713607.3458328927,-680774.1465214503
7CA5,-1686726.5252674294,-705374.0109546186
BNG,-1549494.15978019,-1075451.0280401984
60CN,-1557643.4069034054,-1072864.817410257
5CA4,-1471522.9884458755,-999538.7233808317
CL17,-1545198.0247451854,-966232.6708557145
5CA2,-1531428.9202786135,-993694.6353102444
9CA1,-1543598.505976165,-968535.7533940193
00CA,-1524082.461188726,-918028.9625890137
73CA,-1726835.8624084617,-517398.60558903764
O02,-1718240.9914612644,-362815.8330934819
CN26,-1790300.884156968,-327462.3469628638
O55,-1745764.0961442713,-202899.9564491004
L35,-1543231.1419288917,-1038013.1234146906
L08,-1514062.4950003508,-1157658.808530616
58CL,-1511586.5427878597,-1165733.1863167835
BWC,-1445294.9894538098,-1200795.1184727952
9CA2,-1449201.4533037317,-1203965.44460862
4CA2,-1875372.6417620445,-538094.3468172434
O57,-1662672.3517924051,-555292.6636293893
7CL4,-1685488.200374389,-539392.4732422623
2CL1,-1805172.1402401826,-382206.5536919057
60CL,-1850558.5994066966,-469259.54030981584
BUR,-1679613.0736233827,-1016244.4677102007
CA95,-1677825.7899490616,-1021814.2134410786
CA01,-1796671.894347412,-218690.79887925723
34CL,-1794989.344753731,-218186.30646102122
L62,-1753495.7225271189,-867574.9825758673
C83,-1876721.4428622872,-551444.0779735326
CA90,-1418062.48673381,-1034032.3218197462
CL62,-1711095.1423782897,-1014805.0397292138
05CA,-1712940.9069936324,-1016098.2825060128
CXL,-1451105.7950787675,-1236453.719871918
62CL,-1665928.2545696339,-881663.9726390938
L71,-1628717.3757019483,-919103.8841660636
CLR,-1443205.7409674951,-1185559.2887222131
CMA,-1745248.2866736231,-999893.0018249818
66CA,-1890199.5931237286,-804437.4230436231
7L1,-1678756.858821732,-1058175.9203168864
65CL,-1750925.9597448544,-735050.2882752101
CL63,-1694374.5683889003,-976820.2527303483
0CA1,-1919300.7557211223,-554892.3173174621
39CA,-1517110.6819861878,-1097335.567416282
O59,-1657739.8662686534,-177867.72237302345
CL89,-1697694.1386932237,-1007862.760015141
CL26,-1697377.544877438,-1007957.5721987648
49X,-1319670.8247690967,-1050000.1642165731
O05,-1778635.7410961855,-293467.53510172095
5Q2,-1778642.357186378,-292755.0871120877
CIC,-1842409.6843626562,-332703.8014521498
CL37,-1843228.4556721945,-338684.11939533235
40CA,-1647454.855713526,-1043349.0971043163
6CN5,-1649806.3952478326,-1039315.959418033
CN13,-1850428.1942932806,-487308.8426907445
CL53,-1929177.984167033,-408570.87611006224
O60,-1964564.6391906624,-416892.7401288791
7CL2,-1735172.896766042,-703312.703369395
3O8,-1798478.1809861255,-753978.598267756
C80,-1805472.3307213397,-762128.5056801774
4CL9,-1591466.120582228,-1049543.5140281469
O22,-1769200.2748714958,-556136.2424259302
67CL,-1874560.85707371,-392876.8412674872
CA04,-1865974.4940993097,-262119.24105982593
O09,-1957409.6328897492,-300634.72807509755
CEC,-1974027.8194964991,-62502.017105750274
CL25,-1760690.759269296,-913731.0137998492
5CN4,-1771562.6562582324,-912513.3689095053
DAG,-1525327.7600982292,-974692.9195631751
17CL,-1951561.6687596312,-616861.6587512884
69CL,-1865694.8394790702,-463242.1367200962
08CA,-1786686.820139879,-474956.1629423391
D63,-1963240.2916167844,-216874.35271590223
13CL,-1878416.7053600766,-486933.6661929966
A32,-1792668.4569908034,-103314.56685065317
CL01,-1819319.9014748922,-673706.2007842615
28CA,-1814528.739802959,-667723.4209407574
CA71,-1798437.4475680925,-501390.72395990125
77CL,-1691871.642278462,-725808.528092696
1O6,-1834230.2329155148,-164342.5685881801
6CL2,-1658118.1617619668,-203536.0674566023
EDW,-1622239.996222025,-948215.9567561202
9L2,-1618501.8262774567,-939605.9324583024
CL03,-1688957.7356033686,-1046515.9845608408
32CN,-1687555.9096282038,-1045283.491507997
CL02,-1687790.0578734176,-1045295.8258943494
BLU,-1761866.158579962,-414405.00245003536
8CL1,-1577652.4271417332,-1153237.9497999267
37CL,-1573878.6101747581,-1138322.9121437157
O19,-1982670.1342067865,-184433.34694768174
EKA,-1994871.963243892,-170801.58053206187
O33,-2003506.3663372127,-170793.67470587886
CN63,-1703975.3559871747,-777415.3701156696
SUU,-1890009.5029371106,-497313.0195397648
L18,-1597017.392748855,-1130207.649079039
HGT,-1891401.4741668324,-759632.4132907183
A30,-1871933.578227193,-119177.77766198188
BYS,-1502896.32566583,-930772.5658925164
FOT,-2004200.0157003377,-197217.90710206627
93CA,-1651817.5061953743,-1077749.0504813811
CN38,-1847180.1724267541,-499979.75750984537
F72,-1847493.1767775004,-504213.7309947212
02CL,-1729822.289409411,-940907.1411274787
CL05,-1914134.3834245366,-573800.1099139337
CL64,-1913764.5789487225,-572805.031838346
FCH,-1750555.8484747799,-710137.1282213544
CL06,-1669162.910615964,-1024136.5251088738
CL19,-1671457.7356717733,-1023211.2448582341
0CL4,-1671204.485331858,-1023060.3867534811
5CA0,-1673981.7271490002,-1022313.6921031465
2CL7,-1671597.140071919,-1023152.3554755565
06CL,-1674264.8622504899,-1022373.679084536
14CL,-1637202.9264752197,-1033170.4117276457
CL29,-1361667.155710627,-1008035.1491595283
CL46,-1700672.3716717241,-946816.6696506523
CA15,-1791107.360526206,-412281.28721845313
09CL,-1794795.700227196,-424662.32558147394
O61,-1800467.466772754,-472669.3226292756
SYL,-1853075.6291729964,-790093.2322108563
CA62,-1857630.2903214633,-800063.171192259
CSL,-1864190.0530912448,-842711.6674194103
CN27,-1703234.6963080997,-1008594.4618950669
63CL,-1895462.2092173696,-443357.2993124552
CRQ,-1604177.5428974736,-1154359.6618092898
4CL5,-1828140.2560801285,-467100.5853480797
33CN,-1788148.6522229596,-976413.4766536506
8CA7,-1784260.948048412,-977114.3853890258
49CA,-1787803.7546993655,-981582.829659647
64CL,-1679582.717275315,-1055639.5396039947
4CA7,-1848118.3698337504,-345612.48794816295
CL56,-1845507.2355185559,-340662.6017922703
NID,-1588907.980673796,-866863.6821492494
CNO,-1619397.787257407,-1055027.648110349
L77,-1450854.5218233617,-1123875.17163893
2O6,-1777919.4020839846,-659574.0212301651
67CA,-1790171.23222761,-661176.3144793157
0CL3,-1578158.2714703293,-1215772.1268418268
2CL0,-1666437.171007993,-1043428.518864533
7L5,-1647349.2622379912,-1043379.8558769193
9CA3,-1644666.3068213838,-1044413.9742798331
O08,-1870612.039509839,-396520.0911305331
CPM,-1675923.8195298458,-1052467.952961067
CCR,-1908648.8573797569,-524090.59712783934
60CA,-1902967.0176397485,-519213.1351841748
43CN,-1746028.6554241604,-783475.6097718481
24CL,-1741727.7843952095,-786111.5277405911
0O4,-1863724.7915854908,-309299.90066607326
AJO,-1617909.3342541854,-1064110.7050959861
CL16,-1601656.6040326424,-1205904.8341360393
42CL,-1650004.3780478335,-1083949.5180935788
1CA7,-1650552.0953456052,-1080412.458586148
83CA,-1647121.726797613,-1081657.5851690741
68CA,-1855586.1038050354,-263307.1805787963
DWA,-1875802.3792535379,-464676.1335453305
EDU,-1871232.1407394141,-471477.1591328841
L06,-1501163.1821089392,-797069.862623243
L09,-1522601.278040473,-776324.6096696631
DLO,-1723060.508038652,-829849.3111925599
71CL,-1874066.1721636294,-375397.7092672362
CN64,-1414289.033647063,-1121293.2817258993
72CL,-1388705.2278963907,-1082320.0084088698
73CL,-1443544.0205393413,-1121392.3570288334
29CA,-1513531.1413361763,-1082743.0368159348
91CA,-1524170.5142235453,-1078563.5720561033
NJK,-1462179.8632032813,-1216431.8122215897
76CN,-1453813.038280388,-1223267.3327227135
90CL,-1910172.1840587584,-339747.75050229504
CL04,-1828369.2604696644,-496936.9767312912
99CL,-1602532.4318960863,-984615.9009362435
EMT,-1652962.5624489926,-1035160.6420747589
CL27,-1656627.8921560822,-1036168.5436524302
CN33,-1688849.2920210091,-1045003.2375723635
4CA6,-1691920.5847443324,-1046133.719167673
O89,-1774124.649903764,-209465.44605337994
L73,-1716991.2334771915,-848344.7554334021
CN29,-1822400.903204821,-553469.5470738614
6CL3,-1721348.083591181,-986376.7492654724
F34,-1802874.686980107,-682475.3347144575
5CA7,-1797097.3419077862,-744208.518352598
94CA,-1599008.2391577708,-1048219.5271996032
CA29,-1598520.0449944406,-1045015.6082042035
41CA,-1940760.7272272648,-243937.55823452977
A28,-1647716.2525269163,-143122.6590575073
CN01,-2011551.0692975454,-326490.54628618463
82CL,-2009943.0443477824,-322006.5369104557
CN51,-1747252.5108428614,-709612.3926673257
FAT,-1740731.0681842598,-707419.3398996206
E79,-1752173.092656593,-697331.4585343865
FUL,-1652496.0268028856,-1059618.9529111038
2CL9,-1836143.9127770637,-503716.7451745195
51CL,-1832063.9175677013,-516810.79812855436
O16,-1992967.235372155,-255559.9854601465
0O9,-1952217.9468655547,-61536.73758657687
E36,-1784011.0889461385,-449553.3343979208
29CN,-1783341.3407989803,-457954.7295919846
5CL2,-1893127.276039614,-638800.233043615
95CL,-1666853.4962443924,-1018669.7951824713
GOO,-1787462.733624691,-413633.0891919379
